Nam_Type_Istoch;List_RN
S17S20;америций-241
S3T25;цезий-137
генератор;германий-68
ECD -G2397-65506;никель-63
СКС;кобальт-60
BNi3.CX;никель-63
BNi3.CX.R;никель-63
РЭС;стронций-90; иттрий-90
НК252М12;калифорний-252
ОИДК-Р;цезий-137
ОИДК-Р;барий-133
SIFB11369;стронций-90
ГСS7.012;цезий-137
НCf2.021.2;калифорний-252
ОРР;цезий-137
ОРР;плутоний-239; плутоний-240
241m02;америций-241
NCm4.15;кюрий-244
ИБН;плутоний-239
ОРР;америций-241
ОРР;кюрий-244
ОРР;плутоний-238
ОРР;плутоний-239
ОСО 95 148-90;уран-235
ОСО 95 148-90;уран-238
ОСО 95 889-04;уран-238
ОСО 95 890-04;уран-235
ОСО 95 891-04;уран-235
ОСО 95 892-04;уран-235
ОСО 95 893-04;уран-235
ОСО 95 894;уран-238
РП8-26-10;плутоний-238
РП9-26-10;плутоний-239
СО-2;плутоний-239
СО-20-1;плутоний-239
СО-20-2;плутоний-239
СО-20-3;плутоний-239
СО-3;плутоний-239
СО-6-3;плутоний-239
образцы для исследований;тритий
проба ЛАС;кобальт-60; цезий-137
ИН;плутоний-239
1У5;уран-235
W1020-005;криптон-85
ИНТ Ж83-Р919;тритий
KUTh Field Verifier;торий-232
ГТ-2м;молибден-99; технеций-99м
ИК-В;уран-235
TCI-3077;криптон-85
изосид;иод-125
GRa6,12;радий-226
МК57ВР;кобальт-57
RU6.A06;рутений-106
РИТу-90-513-95;стронций-90
5П9-14;плутоний-239
5СО-24;стронций-90; иттрий-90
5СО-36;стронций-90; иттрий-90
5СО-84;стронций-90; иттрий-90
ГК60М81;кобальт-60
ГК60М83;кобальт-60
КМ1-6;кобальт-60
КМ7-4;кобальт-60
Ц7-5;цезий-137
эталон;Цезий-137
MCo7.1232;кобальт-57
Ж98Р0104;тритий
РБК-К7.Сб.262-3;молибден-99
РБК-К7.Сб.262-4;молибден-99
РБК-К7.Сб.262-2;молибден-99
R;железо-55
R;кадмий-109
A3916-3;цезий-137
Тритиевая  мишень;тритий
TSI-3077;криптон-85
САИ-6;стронций-90; иттрий-90
GRa 6.1;радий-226
GCs7.26;цезий-137
С-139;иод-131
КНТ-26-1;уран-235
КНУ 3;уран-235
М85К01-29;криптон-85
KACB10884;криптон-85
AMN.Y997;америций-241
KUTh Gamma Calibrator;джн (смесь долгоживущих нуклидов)*
A3888;цезий-137
A3894-4;цезий-137
ГК60М315;кобальт-60
ГК60М325;кобальт-60
ГК60Р02;кобальт-60
БИС-4А;стронций-90; иттрий-90
РИТу-90-580-120;стронций-90
MCo7.1234;кобальт-57
PNG-CB;Тритий
BNi3.C1.2.R;никель-63
BNi3.S3.4.R;никель-63
РР;уран-232
РР;цезий-137
РР;цезий-134
РР;уран-234; уран-238
РР;америций-243
РР;стронций-90
РР;нептуний-237
РР;америций-241
РР;плутоний-239
Ц1-4;цезий-137
Т19-Л193;тритий
ВНТ3-32;тритий
Т19-Л201;тритий
Т48012-0236;стронций-90
ИМН-Г-3-Н (ОИСН);радий-226
источник бета-излучения;никель-63
132;германий-68
BNi3.C3.2.R;никель-63
ГНТ3-42М;тритий
ТНТ147;тритий
ГНТ1-143-03;тритий
ГНТ4-26;тритий
ГСS7.021.1;цезий-137
6СО-56;стронций-90; иттрий-90
ЕР-9;радий-226
ГНТ1-80;тритий
1СО-СП;иттрий-90; стронций-90
A3808;барий-133
ЭИК;уран-235
ОСГИ-Р/М;америций-241
БА-95;никель-63
КАСК5533;криптон-85
C66544;кадмий-109
МCo7.122;кобальт-57
МСо7.1231;кобальт-57
MMS05-022-10U;натрий-22
7200А;америций-241
GM-232.02.000-SFC;иридий-192
VZ-1508/2;цезий-137
Am1.G22;америций-241
Т19-Л166;тритий
Т19-Л210;тритий
СР17.10;селен-75
СР17.90;селен-75
СР17.200;селен-75
ГИ192М31.6;Иридий-192
КНУ-3;уран-235
КНУ-3-01;уран-235
нетиповой источник;висмут-207
нетиповой источник;гафний-181
нетиповой источник;никель-63
нетиповой источник;плутоний-238
F6A;америций-241
Т19-Л150;тритий
ТНТ1413-03;тритий
01.01.2001;стронций-90
01.01.2002;стронций-90
01.01.2005;стронций-90
01.02.2001;стронций-90
02.01.2001;стронций-90
02.01.2002;стронций-90
02.01.2003;стронций-90
X.117;стронций-90
М37С04-09;цезий-137
ИНТ Ж83-З919;тритий
образцовый источник;европий-152
Образцовый источник;технеций-98
образцовый источник;стронций-90; иттрий-90
Образцовый источник;селен-79
Образцовый источник;олово-113
Образцовый источник;марганец-54
Образцовый источник;кобальт-60
Образцовый источник;кобальт-57
Образцовый источник;иттрий-88
Образцовый источник;барий-133
образцовый источник;америций-243
образцовый источник;америций-241
образцовый источник;цезий-137
Образцовый источник;кадмий-109
R6060;цезий-137
AM1.Р08;америций-241
П9-245;плутоний-239
ОСГИ-П;америций-241
контрольный;цезий-137
контрольный;цезий-137; калий-40
контрольный;стронций-90; иттрий-90
ИГИ-Ц-3-14;цезий-137
ИГИ-Ц-3-21;цезий-137
KИ-101/50;стронций-90; иттрий-90
KACB14466;криптон-85
M37C04-19;цезий-137
ГИК-А2;кобальт-60
GM232.02-000-SFC;иридий-192
ОП2-01-1,4;уран-235; уран-236; уран-238
ОП2-06-1,4;уран-235; уран-236; уран-238
СР18.140;селен-75
СР18.90;селен-75
СР18.40;селен-75
AGAm1.60;америций-241
MCo7.1132;кобальт-57
GSM1.011.1A;самарий-151
Na-22;натрий-22
Капсула BSr0.38;америций-241; стронций-90; цезий-137
NCf2.P01;калифорний-252
ГНТ3-26М;тритий
ТНТ1411М;тритий
ТНТ1415-01;тритий
ИНМ-Г-3-Т;цезий-137
Bkr5.204;криптон-85
МК-04;калий-40
МК-04;радий-226
МК-04;торий-232
МК-04;цезий-137
SIF.D2;стронций-90
KACK5565;криптон-85
прим.;европий-152
KR85.2;криптон-85
Опытный;железо-55
опытный;цезий-137
BSr0.374;стронций-90
NaPosSC;натрий-22
закрытый;уран-238
ЗРИ;уран-233
ИНK-5;калифорний-252
ИНK-6;калифорний-252
мишени;тритий
опытный;плутоний-239
опытный;плутоний-238
опытный;церий-137
опытный;радий-226
опытный;калифорний-252
опытный;америций-241
опытный;иод-129
опытный;уран-236
опытный;германий-68
опытный;нептуний-237
РФА;кадмий-109
СОП;плутоний-239
Ц-1;цезий-137
B+Na2;натрий-22
МСо7.124;кобальт-57
В геометрии фильтра АФА-РСП-20;иттрий-90; стронций-90
Комбинированный контрольный источник;протактиний-234; торий-234; уран-234; уран-238
ОИСН-238;уран-238; уран-234; уран-235
ОИСН-242;плутоний-238; плутоний-239; плутоний-242
СОП УА;уран-235
СОП УМ;уран-235
СОП УН;уран-235
СОППУ;уран-235
CLN.PG1;кюрий-244; углерод-13
HEGL-137;Цезий-137
Ind1500;стронций-90
IPPESeed;иод-125
BH3.4;тритий
СИГИ-Т;цезий-137
ITУ-02-2-919-87;никель-63
Пб;никель-63
СОППУ-8;Уран-238, Уран-235
СОППУ-8;уран-238; уран-235
2Б;никель-63
3П9-21;плутоний-239
IV;бериллий-10; плутоний-238
IV;плутоний-238; бериллий-10
BNi3.C1.3.R;никель-63
СP17.90;селен-75
СP17.10;cелен-75
СP17.10;Селен-75
СP17.90;Cелен-75
ОИСН;цезий-137; торий-232; радий-226
CDRB 10275;цезий-137
CDRB 10276;цезий-137
Калибровоч-ный;уран-234; уран-238
Сs137;цезий-137
VQC- 068;германий-68
GM-232.02.000;иридий-192
Cs7.P03;цезий-137
АРЕВ 10.000;тритий
СИГИ-П;цезий-137
КНК-15;уран-235
КНТ-23;уран-235
КНТ-24;уран-235
В-07;радий-226
К-ЗА;кобальт-60
5С0;стронций-90; иттрий-90
ГСО 7250-96;торий-естественный
ГСО 7250-96;уран естественный
2П9 162;плутоний-239
74020;стронций-90; иттрий-90
SSD607;самарий-151
Образцов.2разр;плутоний-239
ОСГИ 3-2;кадмий-109
ОСГИ 3-2;цинк-65
ОСГИ 3-2;цезий-137
ОСГИ 3-2;торий-228
ОСГИ 3-2;кобальт-60
ОСГИ 3-2;барий-133
ОСГИ 3-2;олово-113
KR5E020200M;криптон-85
С3100;цезий-137
C1610;цезий-137
C3100;стронций-90; иттрий-90
C3100;цезий-137
CDC 3801;цезий-137
CDC 38070;цезий-137
М37С08-03;цезий-137
М37С08-05;цезий-137
М37С08-18;цезий-137
М37С08-28;цезий-137
М37С11-40;цезий-137
М37С11-51;цезий-137
М37С16-74;цезий-137
КИ 101/50;стронций-90; иттрий-90
ОСИАИ-2;плутоний-238; уран-233
ОСИАИ-2;радий-226
N;цезий-137
АИП-МИР-3;плутоний-239
Мессбауэровский;кобальт-57
РА23-34;радий-226
СОСГИ-М;барий-133
У-754Ф;радий-226
тип IV;плутоний-238; бериллий-10
МК 57 ВР;кобальт-57
СЭМ-А;америций-241
1П9-24;плутоний-239
1П9-83;плутоний-239
1СО-24;стронций-90; иттрий-90
5П9-126;плутоний-239
ГСS7.012.6;цезий-137
ГСS7.024.1;цезий-137
ИМН-Г-2;америций-241
ИМН-Г-3Т;цезий-137
Набор №2брс-о;стронций-90; иттрий-90
ОСИАИ (набор);америций-241+европий-152+торий-228
ОСИАИ (набор);плутоний-238
ОСИАИ (набор);плутоний-239
ОСИАИ (набор);радий-226
ОСИАИ (набор);уран-233; плутоний-239; плутоний-238
КАСВ14466;криптон-85
MCo7.5232;кобальт-57
Нестандартный, по инд. Заказу;самарий-151
XFe5.22;железо-55
ГСS7.0212.1;цезий-137
G1223A;никель-63
G2397A;никель-63
ГНТ3-26;тритий
БН-600;уран-235
ВНТ1-20М;тритий
ВНТ1-32М;тритий
ГНТ1-100;тритий
ГНТ1-143-01;тритий
ГНТ1-143-02;тритий
КГИ  U235  НГСО-6;уран-235
КГИ  U235  НГСО-6;цезий-137
КГИ Cs137  НГСО-6;цезий-137
НК252М11.35;калифорний-252
СИГИ;цезий-137
СОИСУ 0011;уран-238
СОИСУ 0031;уран-238
СОИСУ 0061;уран-238
СОИСУ 0075;уран-238
СОИСУ-0575;уран-238; уран-235
СОИСУ-3310;уран-238; уран-235
СОИСУ-9020;уран-235; уран-238
СОМП-0,1 НГСО-6;плутоний-239
СОМП-0,3 НГСО-6;плутоний-239
ТНТ1413-01;тритий
GU5.P03.А;уран-235
ГНТ4-67;тритий
Ir2.A85-2;иридий-192
Протяженный источник;кобальт-60
GPu2.89;плутоний-242
ТНТ1413М;тритий
2608-100;кобальт-60
stabstrahler;кобальт-60
CDRB 2719 VZ-322;цезий-137
4CO;стронций-90; иттрий-90
РИА-И;плутоний-239
СИ;плутоний-239
Ж83-Р2111;тритий
ТИС-5-01;тритий
Cf-252;калифорний-252
Am-241;америций-241
Ba-133;барий-133
Co-57;кобальт-57
EP-14;радий-226
Eu-152;европий-152
Pu-239;плутоний-239
Pu-Be;плутоний-239
Ra-226 ЕР;радий-226
Ra-Be;радий-226
ЕР;радий-226
ЕР-10;радий-226
ЕР-16;радий-226
ЕР-8;радий-226
ИГИ-Ц-5-4;цезий-137
Кr-85;криптон-85
НК252МО1;калифорний-252
ОИНИ-А;америций-241
радий-226;радий-226
СОИСУ- 0011;уран-238
СОИСУ- 0071;уран-238
СОИСУ- 0642;уран-238
СОИСУ- 4928;уран-238
Ц-1-5;цезий-137
Ц-1-6;цезий-137
Ц-1-7;цезий-137
Ц-2-5;цезий-137
Ц-2-6;цезий-137
Ц-2-7;цезий-137
Ц-2-8;цезий-137
Ц-3-4;цезий-137
Ц-4-5;цезий-137
Ц-4-7;цезий-137
Ц-5-4;цезий-137
Ц-6-5;цезий-137
ИБИРЗН-63 2Б1547;никель-63
ОСГИ-3-2-Ам1-1р;америций-241
ОСГИ-3-2-Цз7-1р;цезий-137
AMN.CY4;америций-241
C25745;сумма альфа-активных естеств. нуклидов
CDC.CY11;цезий-137
AMN.V997;америций-241
KUTh Field Verifie;сумма альфа-активных естеств. нуклидов
KUTh Field Verifie;торий-232
ИМН-Г-3-Н (ОСГИ);америций-241
ИМН-Г-3-Н (ОСГИ);радий-226
ИМН-Г-3-Н (ОСГИ);цезий-137
ОИСН (ОСГИ);цезий-137; калий-40
2083;никель-63
5109.11;стронций-90; иттрий-90
ГК60М324.113;кобальт-60
STB A 3916-1;цезий-137
STB IND 1402;цезий-137
PNG-BA;тритий
RS-P6-1808-201 HELIUM-3;торий-232
RS-P6-1004-201 HELIUM-3;торий-232
GCo7.27;кобальт-57
XFe5.132;железо-55
МCo7.124;кобальт-57
Образцовый;технеций-98
Образцовый;цезий-137
Образцовый;селен-79
Образцовый;олово-113
Образцовый;марганец-54
Образцовый;кобальт-60
Образцовый;кадмий-109
Образцовый;иттрий-90; стронций-90
Образцовый;иттрий-88
Образцовый;европий-152
Образцовый;барий-133
Образцовый;америций-241
Образцовый;кобальт-57
RODSOURCE;кобальт-60
4СО-84;стронций-90; иттрий-90
Т48012;стронций-90; иттрий-90
MSn9.223;олово-119м
ELEKTA Gamma Knife Source No: 43685;кобальт-60
RU6.A13;рутений-106
RU6.A12;рутений-106
NCm244.5.14;кюрий-244
TG-4 S11;криптон-85
ОСГИ-300-2р;цезий-137
ИКД;уран-235
контр.препарат;кобальт-60
19513-01;кобальт-60
27527-01;кобальт-60
BNi3.C3.1R;никель-63
LX-64-05;кобальт-60
Rod source, Co-60, 2608-100;Кобальт-60
VZ-357-001;цезий-137
VZ-79-001;цезий-137
BNI63.C3.4;никель-63
ТНВЭД;цезий-131
ТНВЭД;хром-51
ИНГ-27;тритий
Am1/G44;америций-241
P2608-100;кобальт-60
точечный;цезий-137
BNi3.C4.4;никель-63
Elekta Gammaknife Source No. 43685;кобальт-60
ОСГИ-900-2р;натрий-22
RD-2 (Cs-137);Цезий-137
SGD/О;Цезий-137
Pu+Be;плутоний-238
FTC-CF;калифорний-252
GGLS-FZ;цезий-137
GGLS-FZ;церий-137
Am1.G10;америций-241
KUTh;калий-40 уран-238 торий-232
СS10;цезий-137
GGLS-CA;Америций-241; бериллий
GGLS-CA;цезий-137
NNLS-D;Америций-241; бериллий
KAC10883;криптон-85
PHFB1028;прометий-147
криптон-85;криптон-85
Мишень тритид титана;тритий
Мишень тритид циркония;тритий
KACK 8044;криптон-85
MCo7.1249;кобальт-57
КАСК 5565;криптон-85
BNi3.SX.Y.R;никель-63
PHC 80953;прометий-147
ИПК ТУ;америций-241
М37С04-16;цезий-137
М37С04-23;цезий-137
М37С04-27;цезий-137
GRa6.12;кобальт-60
GRa6.12;радий-226
Контрольный источник 74020 QB;стронций-90; иттрий-90
Контрольный источник 767;стронций-90; иттрий-90
1С0;стронций-90; иттрий-90
2С0;стронций-90; иттрий-90
3С0;стронций-90; иттрий-90
4С0;стронций-90; иттрий-90
6С0;стронций-90; иттрий-90
FSG61-BB;кобальт-60
Бета-прибор;стронций-90; иттрий-90
А3536;кобальт-57
Р56-Л1544;тритий
РМТ2;тритий
РИТ-90-550-120;стронций-90
РИТ-90-580-120;стронций-90
HCF 2.012.17;калифорний-252
альфа-источник;америций-241
гексабромотехнетат р-р3-K2TcBr6;технеций-99
Ж83-2044;тритий
СКНА-22-2а;прометий-147
BNi3С3.4.R;никель-63
BNi3C3.4;никель-63
GU5.R-1;уран-235; уран-238
GU5.R-2;уран-235; уран-238
GU5.R-3;уран-235; уран-238
ОИСН;торий-232
GGLS;цезий-137
A3916-7;цезий-137
MSn9.222;олово-119м
BAG 3;барий-133
COG 3;кобальт-60
CSG 3;цезий-137
EUG 3;европий-152
NAG 3;натрий-22
3H;тритий
АРИА;америций-241
ДП-64;стронций-90; иттрий-90
НАД-4;кобальт-60
TG4 S-20;прометий-147
Бетта-прибор КИ101/50;иттрий-90; стронций-90
Ж83-Р2114;тритий
Tl;таллий-204
XCd 9.01;кадмий-109
ГСО ОУ;уран-235
С1610;цезий-137
Co;кобальт-60
ЭИСН;иод-129
ЭИСН;америций-241
7;кобальт-60
AMN11;америций-241
AMN15;америций-241
AMN16;америций-241
AMN17;америций-241
AMN18;америций-241
AMN19;америций-241
AMN23;америций-241
AMN24;америций-241
AMNK7062;америций-241
AMNK7190;америций-241
AMNK7318 (Z726);америций-241
AMNK7318 (Z743);америций-241
AMNK7319 (Z730);америций-241
AMNK7446 (Z729);америций-241
AMNK7447 (Z725);америций-241
AMNQ4578;америций-241
AMNQ6031;америций-241
AMNQ9337;америций-241
AMNQ9927;америций-241
AMNV340;америций-241
AMNV997;америций-241
C3100 вн.кап.;цезий-137
CDC3821;цезий-137
CDC3825;цезий-137
CDC801;цезий-137
CDC809;цезий-137
CDC90;цезий-137
CDC92;цезий-137
CDCB1936;цезий-137
CDCK7788;цезий-137
EU-NA-S;европий-155; натрий-22
RSL 6160вн.кап.;цезий-137
RSL1700;кобальт-60
RSL6000;цезий-137
RSL6010;цезий-137
RSL6020;цезий-137
RSL6030;цезий-137
RSL6040;цезий-137
RSL6050;цезий-137
RSL6060;цезий-137
RSL6100;цезий-137
RSL6150;цезий-137
RSL6150 вн.;цезий-137
RSL6160 вн.;цезий-137
RSL6240;цезий-137
X2153;цезий-137
НК-252;калифорний-252
СВЗт-3-5;тритий
3СО-32;стронций-90; иттрий-90
3У8-8;уран-238
6СО-125;стронций-90; иттрий-90
ГИЦ;цезий-137
ГНТ1-143 (н/трубка);тритий
ГНТ1-143а (н/трубка);тритий
ГНТ1-80 (н/трубка);тритий
ГНТ2-42 (н/трубка);тритий
ГНТ2-42М (н/трубка);тритий
ГС;цезий-137
ГСО;плутоний-239
ЖОСГИ;америций-241
ЖОСГИ;барий-133
ЖОСГИ;европий-152
ЖОСГИ;цезий-137
Образцы для иследований;барий-133
Образцы для иследований;кюрий-242
Образцы для иследований;кюрий-244
Образцы для иследований;плутоний-238
Образцы для иследований;плутоний-239
Образцы для иследований;плутоний-242
Образцы для иследований;радий
Образцы для иследований;радий-223
Образцы для иследований;радий-226
Образцы для иследований;торий-228
Образцы для иследований;тритий
ОСО 95 1307-2011;плутоний-239
ОСО 95 1308-2011;плутоний-239
РА-4-10;америций-241
РА-5-10;америций-241
РА1-63-10;америций-241
РА1-65-10;америций-241
РТ;плутоний-239; плутоний-240
Образцы для иследований;цезий-137
Образцы для иследований;стронций-90
ГСО 8363-2003;уран-235
ОСО 95 674-2015П;уран-235
СО-1;плутоний-239
СО-6-1;плутоний-239
СО-6-2;плутоний-239
ГСО 7115-94;уран-235
опытный источник альфа-излучения;плутоний-239
MCI-200;Цезий-137
GM232.02-000;иридий-192
ГС75М15.90;селен-75
SR17.140;селен-75
NR-116-D-101-G;криптон-85
GCs7.ГЗР;цезий-137
АО;плутоний-242
BNi3.S19.1.R;никель-63
М37С02-13;цезий-137
SO61;иод-125
А 3916-1;цезий-137
ГСОСТЕРЭ-Т2;торий ествественный
ГСОСТЕРЭ-К3;калий-40
ТЖИУ.433442.004;уран-238
CoO.A86;кобальт-60
MCo7.12;кобальт-57
КНТ24;уран-235
BNi3.S3.2.R;никель-63
ECD -2010;никель-63
569AN;никель-63
Cs7.P02;цезий-137
КНТ 15;уран-235
ИМН-Г-3-Т;америций-241
ИМН-Г-3-Т;барий-133
ИМН-Г-3-Т;европий-152
ИМН-Г-3-Т;торий-232
ИМН-Г-3-Т;цезий-137
ИМН-Г-3-Т;кобальт-60
1С0-135;стронций-90; иттрий-90
1С0-805;стронций-90; иттрий-90
1С0-801;стронций-90; иттрий-90
1С0-802;стронций-90; иттрий-90
1С0-803;стронций-90; иттрий-90
4С0-212;стронций-90; иттрий-90
4С0-802;стронций-90; иттрий-90
4С0-803;стронций-90; иттрий-90
4С0-805;стронций-90; иттрий-90
6С0-532;стронций-90; иттрий-90
6С0-801;стронций-90; иттрий-90
Cs137; Eu152;цезий-137; европий-152
Th232;Cs137;Ra226;Raдоч.;K40;торий-232; цезий-137; радий-226; калий-40
CDRB4339;цезий-137
АИП-МИР-ЗА;Плутоний-239
АИП-Н-1;Плутоний-239
ЕС GF;цезий-137
ЕС GF;америций-241
мёссбауэровский источник;кобальт-57
Мёссбауэровский источник;самарий-151
НИК;Калифорний-252
НК248М11;Кюрий-248
НК252МО.01.109;Калифорний-252
ОАИ-6;Стронций-90; иттрий-90
Образцовый источник 1Г;Кобальт-60
Рабочий эталон;Кобальт-60
САИ-5;Стронций-90; иттрий-90
Т19-Л69.01;тритий
Т19-Л69.010;тритий
ОМН;америций-241
Gba3.11;Барий-133
Со0.А86;кобальт-60
ГСS7.012.11;цезий-137
ГСS7.021.6;цезий-137
ГРа6.х;радий-226
MCo7.191;кобальт-57
IsoSeed;иод-125
5СО-106;стронций-90; иттрий-90
ИРИК Д;Кобальт-57
Ампула;радий-226
SHLG-1;олово-119м
Со7.1.16.96;кобальт-57
ОСО 95 651-97;Уран-235
ОСО 95 652-97;Уран-235
ОСО 95 653-97;Уран-235
ОСО 95 654-97;Уран-235
ОСО 95 655-97;Уран-235
SIFB12173;стронций-90
BNi3.С3.2.R;никель-63
KACB 17190;криптон-85
BNi3.CI.3;никель-63
NXCm4.15;кюрий-244
РИ 42.К2.17.000;Торий-229; Торий-227
KR5E0202200M;криптон-85
GSR-B;цезий-137
IND 1402;цезий-137
БИТР-М5;тритий
ИНГ-063;тритий
BNi3.K.C1.1.R;никель-63
ОСГИ-РТ;америций-241
XCd9.2.Р;кадмий-109
КНК 15-1;уран-235
КНТ 31;уран-235
ELEKTA Gamma Knife Source No:43685;кобальт-60
ГНТ1-40-03;тритий
XCd9.2.P;Кадмий-109
6CO 215;стронций-90
6CO 534;стронций-90
PU90-499R3;америций-241
ОСГИ - Р;барий-133
ОСГИ - Р;цезий-137
1СО-22;стронций-90; иттрий-90
1СО-126;стронций-90; иттрий-90
SIRB1515;стронций-90
SIRB1612;стронций-90
ИбИРЗН-63-IIб-1;никель-63
GS 192Ir 112SS;иридий-192
BN13.C3.4;Никель-63
Am1№09;америций-241
X9094;криптон-85
КНК15;уран-235
образец-свидетель;кобальт-60
MSn9.214;олово-119м
CS7P030003M;цезий-137
NLF 0124-003;иридий-192
GRa6.1P2;радий-226
КИ101/06;стронций-90; иттрий-90
ОМАСН (Тh);торий-232
ОМАСН(Сs Co Y);цезий-137; кобальт-60; иттрий-88
ОМАСН (Cs137 Ba133 Y88 Co60);цезий-137; барий-133; иттрий-88; кобальт-60
VQС-068;германий-68
ВН3.223;тритий
ВН3.324;тритий
NER-004P;никель-63
2б-1;никель-63
ПГЛ 3;титан-44
ОИДКР-Р;цезий-137
ОСГИ-3-2-Ко0-1р;кобальт-60
BNi3.C3.4R;никель-63
А3201-3;америций-241
А3201;америций-241
Комбинированный;уран-238; уран-234; торий-234; протактиний-234
ПИК-ЭГП;уран-235
IND1401;барий-133
ИК;уран-235
NCf.Р01;калифорний-252
Оу;стронций-90
GCs7.11;цезий-137
MSn9.224;олово-119м
ВН3.Х.1;тритий
ВН3.Х.2;тритий
РИАН;железо-55
РХЛ;железо-55
РХЛ;кадмий-109
РХЛ;гафний-181
1CО-126;стронций-90
БДБН;уран-238
ГНТЗ-67;тритий
ДМНП;уран-238
ИКД КНТ 30-5;уран-235
КНТ-54-2-1;уран-238
макет камеры;уран-235
макет камеры;уран-238
Макет узла;уран-238
Опытный образец БДБН нижней ВНК;уран-238
Опытный образец БДПН;уран-238
Опытный образец ИКД;уран-238
EG-0320;германий-68
Закись-окись;уран-236
Закись-окись;уран-238
черновой урано-фланцевый;торий-227; торий-228
А 3201-4;цезий-137
IND - 1402;цезий-137
6CO;стронций-90; иттрий-90
HCF2.021.2;калифорний-252
MS;тритий
МСо7;Кобальт-57
СО;уран-233
GU5.P01.1206;уран-235
GU5.P01.1304;уран-235
GU5.P01.2704;уран-235
GU5.P01.6204;уран-235
ГU5.Р01;уран-235
ГU5.Р02;уран-235
BN3.C10.1.R;никель-63
КНК-15У;уран-235
КНТ55;уран-235
S17F04;америций-241Be
S17S15;америций-241Be
S3X295;церий-137
F716I;америций-241
Рудная модель;торий-естественный
рудная модель;уран обедненный
Р 2608.100;кобальт-60
GCs7.14;цезий-137
5СО-127;стронций-90; иттрий-90
1СО-125;стронций-90; иттрий-90
1СО-25;стронций-90; иттрий-90
1СО-35;стронций-90; иттрий-90
1СО-55;стронций-90; иттрий-90
2П9-24;плутоний-239
2П9-25;плутоний-239
2П9-83;плутоний-239
2П9-84;плутоний-239
2СО-125;стронций-90; иттрий-90
2СО-25;стронций-90; иттрий-90
2СО-26;стронций-90; иттрий-90
2СО-34;стронций-90; иттрий-90
2СО-56;стронций-90; иттрий-90
2СО-83;стронций-90; иттрий-90
2СО-85;стронций-90; иттрий-90
3П9-24;плутоний-239
3П9-25;плутоний-239
3П9-55;плутоний-239
3П9-83;плутоний-239
3П9-84;плутоний-239
3СО-124;стронций-90; иттрий-90
3СО-125;стронций-90; иттрий-90
3СО-126;стронций-90; иттрий-90
3СО-127;стронций-90; иттрий-90
3СО-24;стронций-90; иттрий-90
3СО-25;стронций-90; иттрий-90
3СО-26;стронций-90; иттрий-90
3СО-34;стронций-90; иттрий-90
3СО-35;стронций-90; иттрий-90
3СО-36;стронций-90; иттрий-90
3СО-53;стронций-90; иттрий-90
3СО-537;стронций-90; иттрий-90
3СО-54;стронций-90; иттрий-90
3СО-55;стронций-90; иттрий-90
3СО-56;стронций-90; иттрий-90
3СО-83;стронций-90; иттрий-90
3СО-84;стронций-90; иттрий-90
3СО-85;стронций-90; иттрий-90
3СО-86;стронций-90; иттрий-90
4П9-24;плутоний-239
4П9-25;плутоний-239
4П9-26;плутоний-239
4П9-83;плутоний-239
4П9-84;плутоний-239
4П9-85;плутоний-239
4СО-125;стронций-90; иттрий-90
4СО-127;стронций-90; иттрий-90
4СО-26;стронций-90; иттрий-90
4СО-27;стронций-90; иттрий-90
4СО-35;стронций-90; иттрий-90
4СО-54;стронций-90; иттрий-90
4СО-56;стронций-90; иттрий-90
4СО-57;стронций-90; иттрий-90
4СО-83;стронций-90; иттрий-90
4СО-85;стронций-90; иттрий-90
5П9-25;плутоний-239
5П9-26;плутоний-239
5П9-56;плутоний-239
5П9-83;плутоний-239
5П9-84;плутоний-239
5П9-85;плутоний-239
5СО-125;стронций-90; иттрий-90
5СО-37;стронций-90; иттрий-90
5СО-56;стронций-90; иттрий-90
5СО-87;стронций-90; иттрий-90
6П9-25;плутоний-239
6П9-26;плутоний-239
6П9-86;плутоний-239
6СО-127;стронций-90; иттрий-90
6СО-37;стронций-90; иттрий-90
КактусР1/11;цезий-137
КактусР1/13;цезий-137
1П9-21;плутоний-239
1П9-22;плутоний-239
1П9-23;плутоний-239
1П9-81;плутоний-239
1П9-82;плутоний-239
1СО-122;стронций-90; иттрий-90
XPu8.07.3;Плутоний-238
МСо7.123;кобальт-57
LWD4133;америций-241
LWD4133;америций241
LWD4173;америций 241
LWD4173;америций241
Образцовый альфа-источник 1П9-634;плутоний-239
Е04;криптон-85
Сs7.P04;цезий-137
ХАm1.06;америций-241
СБ-60;Кобальт-60
КНТ 26-1;уран-235
Th232;торий-232
6С0-802;стронций-90; иттрий-90
6С0-803;стронций-90; иттрий-90
BNi.3C3.4;никель-63
BH3.731;тритий
М37С24-43;цезий-137
ОСГИ3;америций-241
ОСГИ3;цезий-137
ОСГИ3;кобальт-60
ОСГИ3;кобальт-57
ОСГИ3;барий-133
ОСГИ3;европий-152
СВЗТ-3-3;тритий
Цезиевый;цезий-137
CDC 381600;цезий-137
M37C04-01;цезий-137
M37C08-29;цезий-137
M37C09-37;цезий-137
РИТ-90-180/27700-45;стронций-90; иттрий-90
РИТ-90-230/35000-95;стронций-90; иттрий-90
РИТ-90-530-95;стронций-90
РИТ-90-530-95;стронций-90; иттрий-90
РИТ-90-530/81400-95;стронций-90; иттрий-90
РИТ-90-580/89700-120;стронций-90
РИТ-90-650-120;стронций-90; иттрий-90
ИБИРЗН-63 тип II;никель-63
